company_number,company_status
OC362724,dissolved
OC361069,dissolved
OC365229,dissolved
OC365246,dissolved
OC361048,dissolved
OC361527,dissolved
OC361532,dissolved
OC365400,dissolved
OC365545,dissolved
OC361234,dissolved
OC361871,dissolved
OC361075,dissolved
OC365459,dissolved
OC362055,dissolved
OC361060,dissolved
OC361484,dissolved
OC362026,dissolved
OC361125,dissolved
OC365238,dissolved
OC365541,dissolved
OC361317,dissolved
OC362198,dissolved
OC362310,dissolved
OC361056,dissolved
OC362027,dissolved
OC365260,dissolved
OC365548,dissolved
OC365396,dissolved
OC360827,dissolved
OC361126,dissolved
OC361187,dissolved
OC361525,dissolved
OC365252,dissolved
OC362011,dissolved
OC362058,dissolved
OC362401,dissolved
OC361090,dissolved
OC361239,dissolved
OC361331,dissolved
OC361993,dissolved
OC362291,dissolved
OC362318,dissolved
OC361102,dissolved
OC361147,dissolved
OC361165,dissolved
OC365230,dissolved
OC365243,dissolved
OC361182,dissolved
OC361067,dissolved
OC365687,dissolved
OC361505,dissolved
OC361211,dissolved
OC361100,dissolved
OC361141,dissolved
OC361312,dissolved
OC361516,dissolved
OC365394,dissolved
OC361324,dissolved
OC362036,dissolved
OC362266,dissolved
OC361475,dissolved
OC365198,dissolved
OC365392,dissolved
OC361474,dissolved
OC363169,dissolved
OC365929,dissolved
OC361631,dissolved
OC362196,dissolved
OC362223,dissolved
OC362772,dissolved
OC361566,dissolved
OC365932,dissolved
OC365936,dissolved
OC361755,dissolved
OC362207,dissolved
OC362805,dissolved
OC363005,dissolved
OC363186,dissolved
OC365867,dissolved
OC362218,dissolved
08038150,active
08037920,active
08039937,active
08053779,active
08262608,active
07903276,active
07936097,active
08334226,active
08328764,active
07932263,active
07913027,active
08057029,active
08190540,active
SC421104,active
07932477,active
08209945,active
08182040,active
08038967,active
08212028,active
08048833,active
08221503,active
08053267,active
NI612332,active
08053264,active
08057837,active
SC437156,active
08065954,active
08063605,active
08135778,active
08059846,active
NI612608,active
08064357,active
SC419864,active
SC421492,active
08202965,active
08323877,active
08133062,active
08198779,active
08221195,active
SC423660,active
08270166,active
08278354,active
08065592,active
08177943,active
08340841,active
08040850,active
08174329,active
08051910,active
08288878,active
08044840,active
08259694,active
08018539,active
08062816,active
08179967,active
NI612428,active
08326274,active
07950793,active
08276117,active
08210876,active
08199469,active
NI612810,active
08008628,active
SC424034,active
08014220,active
08050873,active
08228373,active
08048390,active
08056060,active
08017790,active
08206069,active
08068338,active
08061140,active
08156977,active
08067094,active
08016087,active
08050254,active
07998925,active
08263161,active
08064815,active
07931184,active
08056975,active
07914457,active
07996531,active
NI612551,active
08237590,active
08073827,active
08169511,active
SC419537,active
08313597,active
08048579,active
08070448,active
08178445,active
08039246,active
08036381,active
08038933,active
08082749,active
08158836,active
NI612592,active
08318687,active
08071540,active
08084967,active
08176826,active
08140318,active
08056569,active
08028691,active
08058476,active
07975204,active
08068739,active
07917780,active
08057335,active
08057288,active
08170058,active
08135126,active
08217059,active
08188809,active
08070583,active
08071651,active
08178178,active
08158101,active
08084947,active
08038990,active
08039477,active
SC422337,active
08039126,active
08039635,active
07917248,active
08039882,active
SC422392,active
08288573,active
08073262,active
08057842,active
07976747,active
08134279,active
NI612124,active
08124421,active
08025670,active
08190195,active
08041632,active
08066391,active
08075450,active
08065765,active
08021309,active
08076261,active
08293182,active
SC424394,active
NI610647,active
07931269,active
08065840,active
08060851,active
08073029,active
07946345,active
08123973,active
08271516,active
07908309,active
08079998,active
07966137,active
08065405,active
08188277,active
08300357,active
SC424469,active
08062018,active
07914089,active
08234037,active
07993763,active
08165105,active
08055045,active
08054037,active
08001836,active
08055327,active
08077103,active
08220805,active
08180890,active
07896236,active
08051107,active
08109015,active
07975353,active
08002333,active
07991286,active
07985136,active
08180934,active
08117007,active
08298591,active
08115045,active
08157426,active
08271894,active
08130154,active
08343310,active
08269482,active
07994269,active
08113882,active
07981998,active
08143333,active
08106052,active
08119761,active
08289549,active
08033097,active
07988033,active
08230446,active
08057294,active
08062144,active
OC379311,active
SO304091,active
OC378921,active
OC379190,active
OC379312,active
OC379224,active
OC379366,active
OC373956,active
OC374321,active
OC371318,active
OC378093,active
OC374079,active
OC378455,active
OC373372,active
OC372664,active
OC373280,active
OC378667,active
OC374955,active
SO303891,active
SO303739,active
OC375645,active
OC380846,active
OC372521,active
OC371330,active
OC380376,active
OC381242,active
OC372712,active
OC373375,active
OC373752,active
OC371807,active
OC379988,active
OC380254,active
OC374670,active
OC372764,active
OC379444,active
OC371783,active
OC372780,active
OC374855,active
SO303798,active
OC379490,active
OC372480,active
OC372254,active
OC372726,active
OC379804,active
OC380635,active
OC372549,active
OC379737,active
OC374095,active
OC380922,active
OC381077,active
OC372694,active
OC374843,active
OC372438,active
OC380515,active
SO303744,active
OC374187,active
OC380609,active
OC374563,active
OC372229,active
OC373411,active
OC376927,active
OC372358,active
OC372749,active
OC372065,active
OC378349,active
OC381273,active
OC378728,active
OC376907,active
OC378831,active
OC373937,active
OC378810,active
OC378209,active
SO304084,active
OC373542,active
OC371647,active
OC378712,active
SO304104,active
OC378888,active
OC371779,active
OC380071,active
OC380187,active
OC380700,active
OC372506,active
NC000976,active
OC380924,active
OC379561,active
OC380674,active
OC379580,active
OC371323,active
OC381015,active
OC380553,active
OC381101,active
OC378739,active
OC378764,active
OC380551,active
OC371283,active
OC379163,active
OC373892,active
OC380164,active
OC380687,active
OC371892,active
OC373067,active
OC380572,active
OC372027,active
OC373038,active
OC371300,active
OC371205,active
OC380466,active
OC372706,active
OC371582,active
OC374003,active
OC373802,active
OC374595,active
OC373962,active
OC372096,active
OC373020,active
OC375119,active
OC379617,active
OC379958,active
OC376654,active
SO303777,active
OC373044,active
OC376134,active
OC373220,active
OC376492,active
OC373803,active
OC374817,active
OC379684,active
OC379630,active
OC378605,active
OC373659,active
OC380448,active
OC372880,active
OC373183,active
OC374590,active
OC372557,active
OC380204,active
OC372657,active
OC373200,active
OC374719,active
OC374334,active
OC374452,active
OC380812,active
OC371734,active
OC375735,active
OC374963,active
OC378970,active
OC374527,active
OC372914,active
OC374987,active
OC381251,active
SO304000,active
OC377041,active
OC379918,active
OC372981,active
OC372363,active
OC374991,active
OC374126,active
OC373330,active
OC380503,active
OC374252,active
OC374732,active
OC373798,active
OC380979,active
OC374498,active
OC374035,active
OC380955,active
NC000856,active
OC371755,active
OC373214,active
OC373102,active
OC371717,active
OC371772,active
OC374036,active
OC373373,active
OC374548,active
OC372845,active
OC373360,active
OC373383,active
SO303736,active
OC381100,active
OC374240,active
OC379449,active
OC373475,active
OC373688,active
OC380681,active
OC380708,active
OC371298,active
OC381021,active
OC374644,active
OC381127,active
OC371694,active
OC380786,active
SO304175,active
OC378312,active
OC377432,active
OC376489,active
OC378961,active
OC378816,active
OC376732,active
07896627,dissolved
07895277,dissolved
07895285,dissolved
07895561,dissolved
07896116,dissolved
07894978,dissolved
07895154,dissolved
07896381,dissolved
07895056,dissolved
07895057,dissolved
07895615,dissolved
07895079,dissolved
07896532,dissolved
07896899,dissolved
07894614,dissolved
07894966,dissolved
07895652,dissolved
07896916,dissolved
07897162,dissolved
07896549,dissolved
07896863,dissolved
07896866,dissolved
07897055,dissolved
07894904,dissolved
07898132,dissolved
07898174,dissolved
07895382,dissolved
07897117,dissolved
07897310,dissolved
07897346,dissolved
07895954,dissolved
07896277,dissolved
07896621,dissolved
07897608,dissolved
07898019,dissolved
07896822,dissolved
07896859,dissolved
07894902,dissolved
07895116,dissolved
07898135,dissolved
07897035,dissolved
07895030,dissolved
07898136,dissolved
07897141,dissolved
07897210,dissolved
07897322,dissolved
07897636,dissolved
07895934,dissolved
07896239,dissolved
07898160,dissolved
07895805,dissolved
07896265,dissolved
07897640,dissolved
07897648,dissolved
07898415,dissolved
07898774,dissolved
07895795,dissolved
07899038,dissolved
07896487,dissolved
07895925,dissolved
07899012,dissolved
07899017,dissolved
07895762,dissolved
07896258,dissolved
07896360,dissolved
07899076,dissolved
07896475,dissolved
07897609,dissolved
07898824,dissolved
07898985,dissolved
07896233,dissolved
07897796,dissolved
07897889,dissolved
07896346,dissolved
07895458,dissolved
07895793,dissolved
07895276,dissolved
07895807,dissolved
07896553,dissolved
07898023,dissolved
07897718,dissolved
07897785,dissolved
07898869,dissolved
07898962,dissolved
07895797,dissolved
07899034,dissolved
07895708,dissolved
07895862,dissolved
07897891,dissolved
07897939,dissolved
07898077,dissolved
07894714,dissolved
07896469,dissolved
07897333,dissolved
07895456,dissolved
07897549,dissolved
07898959,dissolved
07895814,dissolved
07898169,dissolved
07898194,dissolved
07898325,dissolved
07897355,dissolved
07896224,dissolved
07897338,dissolved
07894735,dissolved
07895928,dissolved
07895801,dissolved
07896589,dissolved
07898670,dissolved
07898918,dissolved
07898946,dissolved
07895250,dissolved
07896447,dissolved
07896622,dissolved
07899187,dissolved
07899302,dissolved
07896919,dissolved
07899433,dissolved
07896870,dissolved
07895328,dissolved
07897092,dissolved
07897264,dissolved
07899463,dissolved
07898280,dissolved
07898408,dissolved
07896550,dissolved
07896601,dissolved
07898334,dissolved
07899094,dissolved
07899105,dissolved
07899116,dissolved
07899188,dissolved
07899197,dissolved
07899303,dissolved
07896754,dissolved
07896765,dissolved
07897513,dissolved
07896977,dissolved
07899227,dissolved
07899258,dissolved
07897585,dissolved
07897311,dissolved
07899473,dissolved
07899498,dissolved
07898249,dissolved
07898285,dissolved
07898752,dissolved
07895020,dissolved
07896453,dissolved
07899129,dissolved
07899348,dissolved
07897495,dissolved
07899396,dissolved
07899261,dissolved
07897569,dissolved
07897575,dissolved
07897941,dissolved
07897083,dissolved
07897253,dissolved
07895729,dissolved
07896748,dissolved
07898772,dissolved
07896406,dissolved
07899111,dissolved
07899295,dissolved
07896927,dissolved
07896973,dissolved
07899240,dissolved
07895593,dissolved
07897589,dissolved
07897854,dissolved
07897265,dissolved
07899653,dissolved
07898045,dissolved
07898098,dissolved
07894967,dissolved
07899209,dissolved
07899446,dissolved
07895320,dissolved
07895332,dissolved
07895434,dissolved
07899510,dissolved
07899652,dissolved
07898241,dissolved
07895702,dissolved
07895769,dissolved
07897802,dissolved
07895247,dissolved
07896569,dissolved
07899321,dissolved
07897506,dissolved
07899404,dissolved
07899425,dissolved
07895307,dissolved
07898046,dissolved
07897410,dissolved
07899550,dissolved
07898262,dissolved
07898345,dissolved
07895258,dissolved
OC374281,dissolved
OC372552,dissolved
OC373696,dissolved
OC374069,dissolved
OC374683,dissolved
OC374804,dissolved
OC374842,dissolved
OC374443,dissolved
OC373043,dissolved
OC374173,dissolved
OC375230,dissolved
OC374694,dissolved
OC374746,dissolved
OC374820,dissolved
OC373850,dissolved
OC373929,dissolved
OC373577,dissolved
OC373642,dissolved
OC373792,dissolved
OC374989,dissolved
OC375469,dissolved
OC375471,dissolved
OC374238,dissolved
OC373952,dissolved
OC375757,dissolved
OC375758,dissolved
OC375824,dissolved
OC375236,dissolved
OC374721,dissolved
OC374899,dissolved
OC373806,dissolved
OC373652,dissolved
OC375687,dissolved
OC373971,dissolved
OC374111,dissolved
OC375741,dissolved
OC375750,dissolved
OC374468,dissolved
OC374588,dissolved
OC374142,dissolved
OC375973,dissolved
OC375181,dissolved
OC375117,dissolved
OC373847,dissolved
OC373886,dissolved
OC375245,dissolved
OC375111,dissolved
OC375199,dissolved
OC375450,dissolved
OC375561,dissolved
OC374086,dissolved
OC373865,dissolved
OC375731,dissolved
OC375752,dissolved
OC374566,dissolved
OC375809,dissolved
OC375818,dissolved
OC375100,dissolved
OC372346,dissolved
OC373905,dissolved
OC374081,dissolved
OC373176,dissolved
OC373395,dissolved
OC372853,dissolved
OC373746,dissolved
OC373828,dissolved
OC374016,dissolved
OC374439,dissolved
OC374089,dissolved
OC374285,dissolved
OC375882,dissolved
OC375909,dissolved
OC375966,dissolved
OC374829,dissolved
OC375011,dissolved
OC375214,dissolved
OC374735,dissolved
OC373928,dissolved
OC373931,dissolved
OC373776,dissolved
OC373785,dissolved
OC375332,dissolved
OC375463,dissolved
OC374024,dissolved
OC374131,dissolved
OC375762,dissolved
OC375786,dissolved
OC375794,dissolved
OC374441,dissolved
OC373570,dissolved
OC373643,dissolved
OC373791,dissolved
OC375203,dissolved
OC375225,dissolved
OC375720,dissolved
OC373869,dissolved
OC375362,dissolved
OC375790,dissolved
OC374525,dissolved
OC375950,dissolved
OC375951,dissolved
OC375051,dissolved
OC375059,dissolved
OC374898,dissolved
OC374905,dissolved
OC375032,dissolved
OC375093,dissolved
OC373417,dissolved
OC373641,dissolved
OC373657,dissolved
OC375337,dissolved
OC373970,dissolved
OC374236,dissolved
OC375737,dissolved
OC374454,dissolved
OC374146,dissolved
OC375813,dissolved
OC373466,dissolved
OC373625,dissolved
OC374942,dissolved
OC374994,dissolved
OC375171,dissolved
OC374914,dissolved
OC373362,dissolved
OC373565,dissolved
OC373671,dissolved
OC375512,dissolved
OC375536,dissolved
OC375822,dissolved
OC375847,dissolved
OC375864,dissolved
OC375965,dissolved
OC373694,dissolved
OC373840,dissolved
OC373605,dissolved
OC373666,dissolved
OC375247,dissolved
OC375455,dissolved
OC374448,dissolved
OC375805,dissolved
OC375814,dissolved
OC375936,dissolved
OC372314,dissolved
OC372417,dissolved
OC373716,dissolved
OC373823,dissolved
OC372447,dissolved
OC372861,dissolved
OC373121,dissolved
OC373505,dissolved
OC374396,dissolved
OC372683,dissolved
OC372941,dissolved
OC373587,dissolved
OC374070,dissolved
OC374788,dissolved
OC372737,dissolved
OC373034,dissolved
OC373325,dissolved
OC373558,dissolved
OC375096,dissolved
OC374980,dissolved
OC373846,dissolved
OC373599,dissolved
OC375602,dissolved
OC375211,dissolved
OC373870,dissolved
OC374437,dissolved
OC374500,dissolved
OC375954,dissolved
OC375967,dissolved
OC374911,dissolved
OC373578,dissolved
OC375582,dissolved
OC375588,dissolved
OC375371,dissolved
OC375759,dissolved
OC375788,dissolved
OC375811,dissolved
OC375840,dissolved
OC375852,dissolved
OC374928,dissolved
OC375078,dissolved
OC373495,dissolved
OC375023,dissolved
OC373425,dissolved
OC373442,dissolved
OC375200,dissolved
OC374073,dissolved
OC375354,dissolved
OC375528,dissolved
OC374406,dissolved
OC374559,dissolved
OC374571,dissolved
OC374149,dissolved
OC374192,dissolved
OC374360,dissolved
OC374495,dissolved
OC375908,dissolved
OC375974,dissolved
07989245,dissolved
07999381,dissolved
07999341,dissolved
08028501,dissolved
08032707,dissolved
08043322,dissolved
08046513,dissolved
08065733,dissolved
08075795,dissolved
08079191,dissolved
08137587,dissolved
08141465,dissolved
08157967,dissolved
08164772,dissolved
08201725,dissolved
08201831,dissolved
08007511,dissolved
08013887,dissolved
08069279,dissolved
08083402,dissolved
08083904,dissolved
08092426,dissolved
08093929,dissolved
08105785,dissolved
08214603,dissolved
08218294,dissolved
08260966,dissolved
08275701,dissolved
08283438,dissolved
08337075,dissolved
07909661,dissolved
07925903,dissolved
07933794,dissolved
07934524,dissolved
07987393,dissolved
08308938,dissolved
08307651,dissolved
08311253,dissolved
08320586,dissolved
08155305,dissolved
08300620,dissolved
08237499,dissolved
08248437,dissolved
08150144,dissolved
SC435598,dissolved
08135472,dissolved
08142169,dissolved
08147985,dissolved
08148058,dissolved
08185826,dissolved
08213817,dissolved
08320735,dissolved
08334841,dissolved
08160397,dissolved
08159919,dissolved
08167866,dissolved
08175956,dissolved
08179202,dissolved
08223732,dissolved
08223746,dissolved
08227289,dissolved
08232728,dissolved
08234198,dissolved
08235650,dissolved
08238812,dissolved
08241109,dissolved
08239134,dissolved
08306443,dissolved
08028744,dissolved
08030574,dissolved
08038154,dissolved
08039641,dissolved
08047425,dissolved
08062319,dissolved
08062960,dissolved
08071953,dissolved
08104412,dissolved
08101746,dissolved
08338295,dissolved
08019203,dissolved
08044638,dissolved
08060815,dissolved
08076004,dissolved
08098466,dissolved
08102429,dissolved
08109716,dissolved
08268472,dissolved
08272932,dissolved
08272167,dissolved
08283442,dissolved
08283279,dissolved
08314685,dissolved
07905873,dissolved
07911410,dissolved
07921731,dissolved
07920538,dissolved
07934858,dissolved
07936991,dissolved
07934515,dissolved
07989516,dissolved
07998783,dissolved
08004713,dissolved
07912962,dissolved
07914385,dissolved
07928319,dissolved
07929330,dissolved
07965227,dissolved
07976463,dissolved
07984573,dissolved
08029473,dissolved
08036883,dissolved
08066323,dissolved
08084218,dissolved
08085706,dissolved
08129925,dissolved
08248045,dissolved
08270923,dissolved
07924617,dissolved
07923420,dissolved
07962254,dissolved
07962266,dissolved
07962239,dissolved
07962283,dissolved
07937759,dissolved
07944211,dissolved
07944170,dissolved
07944084,dissolved
07944051,dissolved
07944109,dissolved
07944155,dissolved
07952880,dissolved
07962262,dissolved
07962296,dissolved
08006080,dissolved
08011512,dissolved
08008851,dissolved
08016079,dissolved
08338324,dissolved
08301059,dissolved
08285105,dissolved
08303324,dissolved
08311407,dissolved
08322895,dissolved
08139861,dissolved
08152146,dissolved
08172539,dissolved
08174286,dissolved
08201523,dissolved
08208633,dissolved
08208702,dissolved
08224816,dissolved
08275865,dissolved
08284187,dissolved
08330294,dissolved
08430670,active
08580288,active
08807555,active
08567902,active
08617194,active
08352860,active
08562946,active
08569358,active
08581076,active
08577189,active
08429897,active
08455205,active
08566640,active
08636651,active
08676472,active
08427074,active
08427665,active
08607611,active
08572202,active
08468586,active
08469982,active
08368595,active
08526075,active
08640188,active
SC456990,active
SC457796,active
08664008,active
08608113,active
08605367,active
08528067,active
08538477,active
NI619927,active
08648551,active
08476051,active
08791151,active
08656690,active
08810912,active
08683063,active
08807586,active
08644300,active
08777696,active
08635279,active
08667554,active
08435686,active
08528478,active
08523970,active
08721211,active
08514831,active
08595326,active
08462155,active
08654106,active
08502427,active
08502498,active
08502692,active
08451873,active
08501859,active
08501819,active
08502244,active
08501814,active
08502982,active
08407498,active
08501731,active
08589733,active
08433039,active
08459723,active
08816888,active
08554695,active
08569688,active
08425079,active
08574237,active
08589122,active
08804839,active
08760535,active
08722861,active
08657167,active
08380136,active
08443170,active
08595608,active
08760348,active
08608950,active
08528324,active
08527233,active
08826720,active
08483705,active
08529714,active
08462674,active
08776647,active
SC450276,active
08555299,active
08656182,active
08780587,active
08683406,active
08527028,active
08404229,active
08624631,active
08594160,active
08500796,active
08531158,active
08620122,active
08509548,active
SC449843,active
08502149,active
08502368,active
08503138,active
08501509,active
08502962,active
08501489,active
08370698,active
08517672,active
08638421,active
08698163,active
SC456587,active
08515204,active
08535756,active
08532804,active
08491138,active
SC461989,active
08415192,active
08503013,active
08601596,active
08535917,active
08644748,active
08675997,active
08530216,active
08517699,active
08428347,active
08684020,active
08495353,active
08490354,active
08362092,active
SC445640,active
08371790,active
08537507,active
08650394,active
08633070,active
08529030,active
08713086,active
08528026,active
08414109,active
08433265,active
08690198,active
08458471,active
08537485,active
08505981,active
08527188,active
08516450,active
08503241,active
08584697,active
08427135,active
08813587,active
08492797,active
08406330,active
08532454,active
08474796,active
08656219,active
08661306,active
08509556,active
08458348,active
08540186,active
08554508,active
08531444,active
08654306,active
08804170,active
08817289,active
08592067,active
08516906,active
08532318,active
SC448987,active
NI618428,active
08633885,active
08402404,active
08524391,active
08612945,active
08461181,active
08531015,active
08346269,active
08534597,active
08499136,active
08781741,active
08499236,active
08497780,active
08497924,active
08499380,active
08497824,active
08445602,active
SC451249,active
08497413,active
08498001,active
08497587,active
08498417,active
08456220,active
08346944,active
08524744,active
08525297,active
08572998,active
08532865,active
08535490,active
SC446397,active
08559545,active
NI618446,active
OC389432,active
OC384932,active
OC383850,active
OC383453,active
OC389190,active
OC385460,active
OC384947,active
OC385695,active
OC385218,active
OC382844,active
OC385013,active
OC386830,active
OC384159,active
OC384521,active
OC388361,active
OC385209,active
OC387484,active
OC387295,active
OC385239,active
OC385284,active
OC385282,active
OC385249,active
OC385146,active
OC384619,active
OC384618,active
OC385110,active
OC387520,active
OC385203,active
OC385722,active
OC385394,active
SO304492,active
OC384850,active
OC385141,active
OC385274,active
OC385491,active
OC385629,active
SO304437,active
OC385594,active
OC385192,active
OC382946,active
OC385599,active
OC387584,active
OC383211,active
OC385466,active
NC001034,active
SO304435,active
OC385244,active
OC384762,active
OC385635,active
OC387017,active
OC386264,active
OC385005,active
OC385411,active
OC385263,active
OC383750,active
OC384838,active
OC383595,active
OC387320,active
OC385246,active
OC387471,active
OC385079,active
OC387766,active
OC385426,active
OC385448,active
OC384184,active
OC385050,active
OC385701,active
OC389184,active
OC389182,active
OC386129,active
OC384131,active
OC387885,active
OC382780,active
OC385327,active
OC385305,active
OC385308,active
OC385841,active
OC387167,active
OC386135,active
OC386136,active
OC387897,active
OC387894,active
OC385847,active
OC385748,active
OC389881,active
OC385981,active
OC385863,active
OC386905,active
OC386335,active
OC385610,active
OC389373,active
OC386055,active
OC386302,active
OC388819,active
OC385979,active
OC388165,active
SO304486,active
OC389224,active
OC389597,active
OC389596,active
OC385056,active
OC386667,active
OC387431,active
OC386002,active
OC388785,active
OC385882,active
SO304462,active
OC386074,active
OC386179,active
OC386260,active
OC386718,active
OC385522,active
NC001075,active
OC387720,active
OC386437,active
SO304512,active
OC386386,active
SO304535,active
SO304506,active
OC381579,active
OC389161,active
OC383957,active
OC387580,active
OC382318,active
OC386461,active
OC387425,active
OC388569,active
OC383435,active
OC386257,active
OC386187,active
OC390020,active
OC386214,active
OC386381,active
OC388075,active
OC384820,active
OC386075,active
OC385965,active
OC386099,active
OC381921,active
OC387970,active
OC384721,active
OC386331,active
OC386497,active
OC381334,active
OC381526,active
OC386582,active
OC386861,active
OC384172,active
OC386404,active
OC389140,active
OC387210,active
OC389648,active
OC386467,active
OC386078,active
OC387426,active
OC390120,active
OC383538,active
OC389850,active
OC388005,active
OC386446,active
OC386447,active
OC386977,active
OC389647,active
OC388271,active
OC386976,active
OC386202,active
SO304275,active
OC385026,active
OC384709,active
OC390003,active
OC389565,active
OC387046,active
OC386822,active
OC386575,active
OC387360,active
OC389277,active
OC382179,active
OC384267,active
OC384523,active
OC387815,active
OC386449,active
OC383298,active
SO304544,active
OC386324,active
OC386151,active
OC388467,active
OC389037,active
OC387465,active
OC386965,active
OC386340,active
OC387495,active
OC387566,active
OC381951,active
SO304578,active
OC388848,active
OC383537,active
OC387739,active
OC381562,active
OC387884,active
OC389166,active
08559467,active
08346271,active
08661469,active
08659252,active
08765635,active
08804263,active
08556128,active
08749672,active
08785322,active
08449586,active
08727722,active
08630329,active
08793266,active
08623329,active
08719400,active
08397918,active
08717989,active
SC441988,active
08528493,active
08654028,active
08792996,active
08777765,active
08694566,active
08624398,active
08826541,active
08409650,active
08422787,active
08716713,active
08380438,active
08615844,active
08684474,active
08589183,active
08594721,active
08761494,active
08792716,active
08409509,active
08616013,active
08466829,active
08757850,active
08397584,active
08595042,active
08782139,active
08528504,active
08434613,active
08344738,active
08377465,active
08700698,active
08401609,active
08632552,active
08432822,active
NI618945,dissolved
NI618954,dissolved
NI618983,dissolved
NI619009,dissolved
NI619018,dissolved
NI619001,dissolved
NI619127,dissolved
NI619137,dissolved
NI619104,dissolved
NI619303,dissolved
NI618630,dissolved
NI619193,dissolved
NI619053,dissolved
NI619055,dissolved
NI619322,dissolved
NI618668,dissolved
NI618925,dissolved
NI618934,dissolved
NI619169,dissolved
NI619249,dissolved
NI618944,dissolved
NI619142,dissolved
NI619161,dissolved
NI619202,dissolved
NI619218,dissolved
NI619115,dissolved
NI619117,dissolved
NI619333,dissolved
NI619471,dissolved
NI619373,dissolved
NI619356,dissolved
NI619420,dissolved
NI619437,dissolved
NI619447,dissolved
NI619485,dissolved
NI619405,dissolved
NI619484,dissolved
NI619401,dissolved
NI619439,dissolved
NI619959,dissolved
NI620020,dissolved
NI620073,dissolved
NI619756,dissolved
NI619836,dissolved
NI619843,dissolved
NI620224,dissolved
NI619599,dissolved
NI619681,dissolved
NI619699,dissolved
NI619747,dissolved
NI619789,dissolved
NI619864,dissolved
NI620014,dissolved
NI620108,dissolved
NI620118,dissolved
NI620218,dissolved
NI619923,dissolved
NI619532,dissolved
NI619571,dissolved
NI619605,dissolved
NI619632,dissolved
NI619728,dissolved
NI619782,dissolved
NI619826,dissolved
NI620199,dissolved
NI620533,dissolved
NI619983,dissolved
NI620448,dissolved
NI620509,dissolved
NI620033,dissolved
NI620314,dissolved
NI619977,dissolved
NI620153,dissolved
NI620503,dissolved
NI620004,dissolved
NI620600,dissolved
NI620611,dissolved
NI620289,dissolved
NI620283,dissolved
NI620356,dissolved
NI620046,dissolved
NI619937,dissolved
NI620608,dissolved
NI619938,dissolved
NI620501,dissolved
NI620328,dissolved
NI619953,dissolved
NI620031,dissolved
NI620093,dissolved
NI620609,dissolved
NI620273,dissolved
NI620360,dissolved
NI619926,dissolved
NI620544,dissolved
NI620050,dissolved
NI620155,dissolved
NI619940,dissolved
NI619965,dissolved
NI620116,dissolved
NI620565,dissolved
NI620506,dissolved
NI620076,dissolved
NI620352,dissolved
NI619943,dissolved
NI619946,dissolved
NI620454,dissolved
NI620513,dissolved
NI620002,dissolved
NI620091,dissolved
NI620537,dissolved
NI620353,dissolved
NI620421,dissolved
NI619947,dissolved
NI620510,dissolved
NI620086,dissolved
NI620096,dissolved
NI620557,dissolved
NI620573,dissolved
NI620161,dissolved
NI620270,dissolved
NI620476,dissolved
NI620483,dissolved
NI620574,dissolved
NI620164,dissolved
NI620208,dissolved
NI620778,dissolved
NI620787,dissolved
NI620368,dissolved
NI620430,dissolved
NI620590,dissolved
NI620259,dissolved
NI620627,dissolved
NI620769,dissolved
NI620620,dissolved
NI620751,dissolved
NI620340,dissolved
NI620875,dissolved
NI620264,dissolved
NI620440,dissolved
NI620462,dissolved
NI620166,dissolved
NI620257,dissolved
NI620753,dissolved
NI620761,dissolved
NI620332,dissolved
NI620812,dissolved
NI620848,dissolved
NI620884,dissolved
NI620919,dissolved
NI620577,dissolved
NI620591,dissolved
NI620851,dissolved
NI620377,dissolved
NI620475,dissolved
NI620258,dissolved
NI620789,dissolved
NI620829,dissolved
NI620864,dissolved
NI620406,dissolved
NI620909,dissolved
NI620911,dissolved
NI620629,dissolved
NI620614,dissolved
NI620681,dissolved
NI620331,dissolved
NI620855,dissolved
NI620861,dissolved
NI620438,dissolved
NI620634,dissolved
NI620640,dissolved
NI620188,dissolved
NI620209,dissolved
NI620242,dissolved
NI620822,dissolved
NI620854,dissolved
NI620755,dissolved
NI620323,dissolved
NI620343,dissolved
NI620433,dissolved
NI620914,dissolved
NI620928,dissolved
NI620686,dissolved
NI620263,dissolved
NI620892,dissolved
NI620771,dissolved
NI620417,dissolved
NI620902,dissolved
NI620765,dissolved
NI620770,dissolved
NI620308,dissolved
NI620365,dissolved
NI620394,dissolved
NI620262,dissolved
NI620788,dissolved
NI620370,dissolved
NI620381,dissolved
NI620395,dissolved
NI620894,dissolved
NI620446,dissolved
NI620484,dissolved
OC384162,dissolved
OC382387,dissolved
OC382413,dissolved
OC382485,dissolved
OC383470,dissolved
OC383587,dissolved
OC383799,dissolved
OC382674,dissolved
OC384193,dissolved
OC383154,dissolved
OC384494,dissolved
OC383368,dissolved
OC384109,dissolved
OC383001,dissolved
OC384335,dissolved
OC382595,dissolved
OC382661,dissolved
OC383330,dissolved
OC384560,dissolved
OC384565,dissolved
OC384156,dissolved
OC383813,dissolved
OC382874,dissolved
OC383047,dissolved
OC384266,dissolved
OC382700,dissolved
OC383200,dissolved
OC384558,dissolved
OC383178,dissolved
OC384076,dissolved
OC383557,dissolved
OC383570,dissolved
OC382653,dissolved
OC382663,dissolved
OC383174,dissolved
OC383207,dissolved
OC382920,dissolved
OC383006,dissolved
OC383172,dissolved
OC383641,dissolved
OC384336,dissolved
OC384359,dissolved
OC384458,dissolved
OC383217,dissolved
OC382988,dissolved
OC383140,dissolved
OC382405,dissolved
